,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVE SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVERAGE NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
26,63.0,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,23.0,50.0,-3.698630136986301e-07,0.13773584879672482,24.755102040816325,34.890656063618295,23.85830324177385,24.755102040816325,351.0,1006.0,"[2, 2, 2, 2, 1, 2, 1, 1, 2, 3, 3, 2, 2, 2, 2, 3, 1, 2, 3, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 1, 2, 1, 3, 2, 2, 1, 1, 1, 2, 1, 2, 1, 3, 3, 1, 3, 4, 2, 2, 3, 2, 1, 2, 1, 3, 3, 3, 1, 3, 2, 2, 3, 1, 2, 3, 2, 2, 1, 3, 1, 1, 1, 4, 1, 2, 2, 1, 1, 1, 3, 1, 2, 4, 2, 1, 1, 1, 1, 1, 1, 3, 2, 2, 2, 2, 2, 3, 1, 3, 2, 2, 2, 1, 1, 4, 1, 2, 2, 2, 2, 3, 1, 1, 2, 2, 2, 3, 2, 1, 2, 3, 2, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 3, 3, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 2, 2, 4, 2, 1, 3, 2, 4, 2, 3, 2, 1, 2, 1, 2, 3, 2, 2, 1, 1, 1, 2, 2, 2, 2, 4, 2, 3, 3, 2, 2, 2, 3, 1, 1, 2, 1, 3, 1, 1, 2, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 3, 2, 2, 3, 3, 2, 2, 2, 2, 3, 1, 1, 3, 2, 4, 2, 4, 1, 4, 2, 2, 1, 1, 3, 1, 3, 3, 1, 1, 1, 1, 2, 3, 2, 2, 1, 4, 2, 1, 4, 1, 2, 2, 1, 2, 2, 2, 4, 1, 1, 2, 4, 2, 2, 1, 1, 1, 1, 1, 4, 2, 1, 1, 3, 3, 1, 1, 2, 4, 3, 1, 1, 1, 2, 3, 2, 1, 3, 3, 1, 2, 1, 2, 2, 1, 1, 3, 1, 2, 1, 2, 1, 1, 2, 1, 2, 3, 1, 1, 1, 2, 1, 1, 2, 2, 2, 4, 1, 1, 2, 3, 1, 1, 2, 2, 2, 3, 1, 1, 2, 3, 1, 2, 2, 4, 2, 3, 1, 1, 2, 2, 2, 2, 3, 1, 2, 3, 2, 2, 2, 3, 1, 3, 1, 4, 2, 2, 1, 2, 2, 1, 1, 2, 2, 3, 1, 2, 1, 1, 4, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 3, 1, 1, 1, 3, 1, 2, 2, 1, 4, 1, 1, 2, 2, 3, 2, 1, 2, 1, 1, 1, 3, 3, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 3, 1, 3, 3, 2, 1, 1, 2, 3, 3, 1, 1, 1, 1, 4, 1, 1, 1, 2, 2, 2, 4, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 3, 1, 1, 4, 1, 1, 2, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 2, 2, 4, 1, 2, 2, 1, 3, 2, 2, 3, 2, 2, 2, 1, 1, 3, 2, 1, 1, 1, 2, 2, 3, 1, 1, 4, 2, 1, 2, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 3, 1, 1, 2, 2, 2, 2, 1, 2, 2, 3, 1, 1, 1, 2, 3, 2, 2, 3, 2, 2, 1, 2, 2, 2, 1, 2, 3, 2, 1, 1, 2, 2, 2, 1, 1, 3, 3, 2, 1, 1, 3, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 2, 1, 1, 2, 2, 2, 1, 2, 2, 1, 1, 2, 2, 3, 1, 1, 3, 2, 1, 2, 1, 1, 2, 4, 1, 2, 3, 1, 2, 3, 2, 3, 1, 1, 2, 1, 2, 3, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 3, 1, 3, 2, 1, 2, 2, 3, 1, 4, 2, 2, 2, 2, 4, 1, 1, 1, 1, 3, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 3, 2, 1, 1, 2, 1, 1, 1, 3, 2, 1, 3, 2, 3, 3, 1, 1, 1, 2, 2, 2, 3, 3, 1, 2, 1, 2, 1, 3, 1, 3, 1, 2, 2, 1, 2, 1, 2, 3, 3, 1, 2, 1, 4, 3, 2, 1, 2, 2, 1, 2, 2, 2, 3, 2, 2, 2, 1, 2, 1, 1, 1, 1, 2, 3, 2, 3, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 3, 1, 4, 1, 2, 1, 2, 1, 3, 1, 4, 3, 2, 2, 1, 1, 2, 4, 2, 1, 4, 1, 2, 2, 3, 1, 1, 1, 3, 3, 1, 3, 1, 2, 2, 4, 1, 1, 2, 1, 3, 1, 2, 3, 1, 2, 2, 1, 1, 4, 2, 1, 1, 2, 2, 3, 1, 2, 3, 3, 2, 2, 1, 1, 1, 2, 3, 1, 1, 2, 1, 1, 3, 1, 2, 2, 2, 1, 2, 1, 1, 1, 3, 1, 1, 3, 2, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 2, 3, 1, 1, 3, 2, 1, 1, 1, 1, 1, 2, 2, 3, 3, 1, 1, 2, 4, 2, 1, 2, 1, 2, 4, 1, 2, 2, 1, 2, 1, 2, 1, 1, 3, 3, 3, 3, 1, 2, 1, 3, 3, 2, 1, 1, 1, 2, 4, 2, 1, 3, 3, 2, 1, 1, 3, 1, 1, 2, 1, 1, 2, 1, 1, 1, 4, 3, 1, 1, 1, 2, 1, 3, 2, 1, 2, 1, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 2, 3, 1, 4, 2, 1, 1, 2, 3, 1, 2, 1, 1, 2, 1, 2, 4, 1, 2, 2, 3, 2, 1, 2, 1, 2, 2, 2, 1, 1]","[0, 0, 0, 0, 0]",6.719681908548708
27,64.0,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,66.0,20.0,5.348837209302325e-07,0.16226415063723745,16.718309859154928,41.71011470281543,23.371369824788147,16.718309859154928,400.0,959.0,"[1, 1, 1, 3, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 2, 1, 1, 1, 1, 3, 1, 2, 3, 1, 5, 1, 3, 3, 1, 1, 1, 1, 2, 2, 1, 1, 2, 3, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 1, 3, 2, 1, 2, 1, 2, 1, 1, 3, 1, 3, 1, 3, 2, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 3, 1, 3, 4, 2, 1, 2, 3, 1, 1, 3, 1, 3, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 2, 2, 3, 1, 3, 4, 2, 2, 1, 5, 1, 1, 3, 2, 1, 2, 2, 1, 1, 2, 2, 1, 3, 2, 1, 1, 4, 2, 1, 4, 4, 3, 1, 1, 1, 3, 1, 2, 3, 1, 1, 1, 2, 1, 2, 2, 1, 1, 3, 1, 2, 2, 2, 1, 3, 1, 3, 2, 2, 1, 3, 3, 1, 1, 4, 2, 4, 3, 3, 5, 2, 1, 2, 5, 1, 2, 3, 2, 3, 1, 3, 1, 1, 3, 1, 3, 3, 1, 3, 1, 2, 1, 1, 1, 1, 5, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 4, 2, 1, 1, 1, 3, 2, 3, 1, 2, 1, 1, 1, 1, 3, 2, 2, 1, 2, 2, 1, 1, 1, 3, 3, 3, 1, 3, 2, 2, 1, 2, 2, 2, 3, 1, 1, 1, 1, 1, 2, 1, 3, 2, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1, 5, 1, 2, 2, 1, 2, 2, 1, 1, 3, 3, 3, 2, 3, 2, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 5, 1, 1, 3, 3, 2, 2, 2, 1, 2, 1, 2, 3, 2, 2, 2, 2, 3, 3, 1, 2, 4, 4, 2, 3, 2, 2, 2, 3, 3, 5, 3, 3, 2, 2, 2, 1, 2, 4, 5, 1, 3, 1, 4, 2, 2, 1, 1, 3, 1, 3, 1, 2, 3, 5, 3, 1, 1, 5, 1, 2, 3, 2, 2, 2, 3, 2, 1, 3, 1, 2, 2, 1, 1, 2, 3, 3, 1, 1, 1, 3, 2, 1, 1, 2, 2, 3, 3, 1, 1, 1, 1, 3, 3, 2, 1, 3, 2, 1, 2, 2, 1, 1, 1, 3, 2, 2, 1, 4, 1, 1, 1, 1, 4, 2, 3, 2, 2, 1, 2, 2, 3, 2, 1, 2, 5, 3, 3, 2, 1, 2, 3, 2, 4, 2, 1, 2, 2, 3, 5, 3, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1, 3, 1, 1, 2, 1, 2, 2, 4, 3, 2, 1, 4, 2, 2, 1, 2, 1, 2, 4, 4, 1, 3, 1, 1, 3, 3, 3, 1, 3, 2, 2, 1, 3, 3, 3, 2, 2, 3, 3, 1, 2, 1, 1, 3, 2, 3, 4, 2, 2, 2, 2, 4, 2, 2, 2, 1, 1, 3, 2, 2, 4, 1, 2, 2, 3, 4, 3, 2, 4, 1, 3, 2, 1, 2, 3, 6, 2, 1, 1, 1, 1, 2, 1, 3, 5, 1, 2, 3, 3, 3, 3, 3, 3, 2, 1, 1, 1, 3, 2, 2, 1, 1, 2, 3, 1, 3, 2, 3, 2, 3, 3, 2, 2, 3, 2, 3, 2, 2, 3, 1, 2, 2, 1, 1, 4, 2, 2, 3, 3, 1, 1, 1, 2, 2, 1, 1, 3, 1, 2, 3, 3, 1, 3, 2, 2, 1, 5, 3, 3, 2, 3, 3, 1, 3, 3, 2, 2, 2, 2, 2, 2, 6, 1, 4, 2, 2, 3, 2, 3, 1, 2, 3, 2, 3, 2, 3, 1, 2, 3, 3, 1, 1, 4, 1, 2, 3, 1, 1, 2, 2, 2, 1, 3, 2, 2, 2, 2, 2, 1, 3, 4, 1, 1, 1, 1, 3, 1, 1, 3, 3, 2, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 3, 2, 1, 2, 4, 3, 3, 1, 1, 2, 4, 1, 1, 3, 1, 1, 3, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2, 3, 3, 4, 2, 3, 1, 2, 3, 1, 3, 1, 2, 2, 1, 1, 2, 4, 1, 2, 2, 3, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 1, 2, 3, 3, 2, 2, 2, 3, 1, 2, 1, 2, 2, 2, 3, 2, 2, 2, 1, 2, 2, 3, 2, 1, 3, 2, 3, 1, 1, 6, 3, 1, 1, 4, 3, 1, 5, 5, 2, 2, 1, 4, 2, 2, 1, 1, 2, 2, 1, 1, 1, 2, 4, 2, 2, 2, 2, 2, 3, 3, 1, 1, 1, 1, 2, 2, 2, 3, 2, 2, 2, 1, 1, 2, 3, 1, 1, 3, 1, 3, 1, 2, 2, 2, 2, 2, 3, 1, 1, 5, 1, 3, 2, 1, 1, 2, 2, 4, 2, 3, 2, 2, 1, 4, 3, 2, 4, 1, 1, 3, 1, 2, 1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 1, 2, 2, 2, 2, 5, 2, 1, 3, 2, 3, 1, 1, 3, 3, 2, 2, 3, 3, 2, 3, 2, 3, 3, 2, 2, 3, 1, 1, 2, 1, 3, 3, 4, 1, 2, 1, 1, 1, 1, 1, 4, 2, 1, 2, 2, 3, 1, 1, 2, 1, 2, 2, 2, 4, 1, 3, 3, 1, 3, 2, 3, 2, 2, 1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 1, 1, 1, 3, 2, 3, 1, 1]","[0, 0, 0, 0, 0]",7.180396246089677
28,65.0,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,23.0,17.0,1.5e-07,0.07547169797080812,16.033898305084747,39.191073919107396,22.08998888967686,16.033898305084747,281.0,717.0,"[3, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 3, 3, 3, 1, 2, 1, 2, 2, 3, 2, 1, 3, 3, 2, 1, 1, 1, 1, 3, 2, 2, 3, 1, 3, 4, 1, 2, 3, 5, 3, 3, 2, 2, 1, 2, 1, 2, 2, 1, 3, 1, 1, 1, 2, 2, 1, 1, 3, 1, 3, 2, 1, 2, 3, 2, 1, 1, 3, 1, 3, 2, 2, 3, 3, 1, 2, 2, 1, 1, 1, 1, 3, 3, 1, 3, 1, 1, 1, 3, 6, 1, 1, 1, 4, 4, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 4, 3, 1, 1, 3, 1, 1, 2, 1, 2, 1, 4, 3, 1, 3, 1, 1, 1, 1, 1, 3, 1, 2, 3, 1, 3, 2, 2, 3, 1, 2, 3, 2, 1, 2, 3, 2, 2, 1, 2, 3, 1, 3, 2, 1, 1, 2, 3, 1, 3, 1, 1, 4, 1, 4, 1, 3, 3, 2, 1, 3, 1, 1, 2, 4, 3, 1, 2, 2, 1, 1, 1, 2, 1, 3, 1, 4, 3, 1, 1, 2, 1, 4, 3, 2, 1, 1, 2, 2, 1, 1, 3, 1, 2, 1, 2, 4, 1, 3, 3, 1, 1, 3, 1, 3, 2, 3, 1, 1, 2, 1, 3, 1, 3, 2, 2, 1, 3, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 1, 2, 1, 2, 3, 2, 1, 1, 2, 1, 2, 3, 1, 3, 4, 1, 2, 3, 2, 2, 1, 2, 5, 4, 3, 1, 2, 1, 2, 1, 2, 3, 1, 3, 4, 2, 2, 4, 2, 2, 1, 1, 4, 2, 1, 2, 1, 4, 3, 2, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 2, 2, 2, 1, 1, 1, 3, 2, 7, 3, 1, 3, 2, 4, 3, 1, 1, 3, 2, 2, 4, 3, 2, 1, 2, 2, 3, 1, 2, 2, 3, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 3, 2, 1, 2, 3, 2, 2, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 4, 2, 1, 2, 2, 3, 2, 1, 2, 2, 1, 1, 1, 1, 1, 3, 2, 3, 3, 1, 1, 2, 3, 1, 1, 2, 1, 1, 2, 2, 2, 3, 1, 1, 1, 2, 3, 3, 2, 2, 3, 3, 1, 3, 2, 2, 2, 4, 2, 3, 3, 3, 1, 4, 1, 2, 1, 3, 2, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 3, 1, 1, 1, 1, 3, 2, 1, 1, 1, 3, 3, 1, 2, 1, 4, 2, 1, 1, 2, 2, 1, 2, 4, 1, 2, 1, 1, 1, 2, 2, 1, 2, 3, 1, 4, 3, 4, 1, 4, 1, 2, 4, 3, 1, 2, 3, 4, 1, 2, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 2, 4, 1, 1, 3, 2, 1, 1, 2, 3, 2, 2, 4, 1, 2, 2, 4, 1, 1, 1, 3, 1, 2, 3, 1, 3, 1, 4, 1, 1, 4, 3, 1, 1, 1, 2, 3, 5, 2, 4, 1, 2, 3, 4, 1, 2, 5, 1, 2, 3, 1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 5, 1, 1, 1, 3, 5, 2, 3, 2, 2, 1, 1, 3, 2, 1, 1, 3, 2, 2, 1, 3, 3, 1, 1, 1, 3, 1, 1, 1, 3, 1, 2, 3, 1, 1, 4, 3, 2, 1, 3, 2, 5, 1, 3, 1, 1, 1, 2, 4, 1, 1, 3, 2, 2, 3, 2, 2, 1, 2, 2, 3, 3, 2, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 3, 1, 1, 2, 3, 1, 1, 3, 3, 2, 1, 1, 1, 2, 3, 2, 1, 3, 1, 1, 3, 2, 2, 2, 1, 1, 2, 4, 3, 3, 2, 1, 5, 1, 2, 1, 2, 2, 1, 5, 2, 4, 1, 1, 1, 3, 1, 4, 3, 1, 1, 3, 1, 2, 1, 2, 3, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 28, 1, 23, 1, 23]","[0, 0, 0, 0, 0]",7.4030683403068345
29,66.0,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,23.0,16.0,1.7948717948717948e-07,0.07358490552153792,17.814814814814813,52.39294710327456,28.083104767235753,17.814814814814813,208.0,397.0,"[3, 2, 5, 1, 2, 2, 1, 2, 2, 2, 1, 3, 3, 1, 1, 1, 2, 2, 3, 3, 2, 1, 2, 1, 1, 2, 1, 1, 3, 1, 3, 2, 5, 2, 3, 2, 2, 2, 1, 2, 2, 2, 1, 3, 5, 1, 4, 3, 3, 2, 3, 2, 3, 3, 1, 1, 1, 2, 5, 1, 3, 2, 1, 3, 2, 3, 4, 2, 1, 2, 4, 1, 2, 3, 2, 2, 1, 2, 3, 3, 4, 2, 1, 2, 4, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 1, 3, 2, 1, 2, 2, 4, 3, 1, 1, 2, 2, 1, 1, 2, 3, 2, 2, 2, 1, 1, 2, 1, 2, 3, 4, 3, 1, 1, 1, 1, 1, 2, 1, 2, 4, 3, 1, 3, 4, 3, 5, 3, 3, 2, 2, 3, 2, 2, 5, 1, 1, 3, 1, 1, 4, 2, 2, 2, 2, 1, 2, 3, 1, 5, 2, 2, 6, 2, 2, 3, 3, 1, 2, 2, 3, 1, 3, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 3, 1, 2, 4, 1, 2, 1, 2, 2, 1, 4, 1, 4, 2, 1, 3, 2, 1, 2, 3, 2, 1, 1, 4, 1, 1, 2, 1, 2, 1, 2, 3, 1, 1, 2, 2, 4, 1, 2, 4, 1, 2, 1, 1, 2, 1, 2, 2, 3, 3, 3, 1, 2, 2, 1, 2, 1, 5, 4, 3, 3, 3, 1, 1, 2, 5, 3, 4, 4, 1, 3, 2, 2, 2, 3, 2, 2, 4, 1, 2, 3, 1, 2, 4, 2, 1, 1, 1, 4, 2, 3, 2, 2, 2, 2, 3, 2, 2, 3, 3, 2, 1, 4, 5, 1, 2, 3, 1, 2, 1, 3, 5, 1, 1, 2, 3, 2, 5, 3, 1, 5, 2, 2, 2, 1, 2, 2, 3, 2, 2, 3, 1, 1, 3, 2, 5, 3, 3, 2, 1, 1, 2, 3, 3, 2, 5, 2, 5, 2, 2, 2, 2, 2, 2, 1, 2, 4, 2, 2, 1, 3, 3, 2, 3, 2, 3, 3, 5, 2, 2, 2, 3, 1, 1, 2, 1, 1, 1, 5, 2, 3, 3, 3, 3, 3, 3, 3, 1, 2, 1, 1, 5, 2, 2, 2, 3, 4, 4, 1, 2, 3, 2, 1, 1, 2, 1, 2, 1, 1, 2]","[0, 0, 0, 0, 1]",7.629722921914357
30,67.0,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,7.0,7.0,0.0,0.02641509428978284,19.307692307692307,41.83673469387755,24.457770800627944,19.307692307692307,82.0,196.0,"[2, 2, 3, 2, 1, 2, 1, 1, 2, 2, 3, 1, 2, 2, 2, 1, 3, 2, 2, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 3, 2, 3, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 3, 3, 3, 2, 1, 1, 2, 3, 2, 2, 3, 1, 2, 3, 3, 2, 1, 1, 1, 1, 1, 2, 2, 1, 4, 2, 4, 1, 2, 1, 3, 2, 1, 2, 4, 1, 1, 1, 4, 4, 2, 1, 2, 1, 2, 5, 4, 1, 3, 1, 3, 3, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2, 1, 4, 2, 1, 2, 2, 3, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 6, 1, 2, 2, 1, 1, 1, 5, 5, 5, 1, 2, 4, 2, 2, 4, 2, 2, 3, 1, 2, 3, 2, 1, 5, 2, 1, 3, 1, 2, 3, 2, 1, 5, 2, 3, 2, 1, 3, 1, 3, 3, 3, 2, 1, 2, 2, 3, 1, 2, 1, 1, 2, 1, 1, 3, 2, 3, 3, 2, 2, 1, 3, 1, 5, 3, 4, 7]","[0, 0, 0, 0, 0]",7.316326530612245
31,68.0,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,5.0,6.0,-9.09090909090909e-08,0.020754716941972232,13.1875,22.5609756097561,14.29939024390244,13.1875,37.0,164.0,"[1, 1, 1, 2, 1, 2, 2, 4, 2, 3, 1, 2, 3, 2, 1, 2, 2, 1, 1, 1, 3, 2, 2, 1, 2, 1, 2, 1, 3, 2, 2, 1, 1, 1, 1, 2, 1, 2, 3, 1, 1, 3, 1, 2, 1, 2, 1, 2, 2, 2, 1, 1, 1, 2, 2, 5, 1, 3, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1, 2, 3, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 4, 1, 1, 4, 2, 1, 2, 1, 2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 3, 1, 2, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 3, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 3, 2, 1, 1, 3, 1, 2, 1, 1, 1, 3, 2, 2, 3, 2, 1, 2, 1, 1]","[0, 0, 0, 0, 0]",6.237804878048781
32,69.0,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,0.0,13.0,-1e-06,0.024528301840512638,11.619047619047619,43.005181347150256,21.849691586479153,11.619047619047619,83.0,193.0,"[1, 1, 6, 4, 3, 2, 1, 3, 1, 1, 6, 4, 3, 2, 1, 3, 3, 2, 2, 2, 1, 3, 1, 3, 2, 5, 2, 2, 2, 3, 3, 5, 2, 2, 3, 1, 2, 2, 2, 2, 2, 1, 2, 1, 3, 2, 5, 5, 7, 2, 1, 3, 2, 2, 2, 3, 2, 1, 1, 3, 2, 2, 2, 3, 2, 3, 5, 7, 2, 3, 3, 2, 1, 4, 3, 1, 1, 1, 4, 1, 2, 3, 3, 1, 3, 1, 2, 1, 1, 2, 2, 2, 3, 1, 2, 2, 2, 2, 3, 2, 1, 2, 3, 1, 2, 1, 2, 1, 1, 1, 2, 3, 1, 1, 2, 4, 1, 1, 1, 1, 1, 2, 4, 1, 1, 1, 4, 1, 1, 1, 3, 1, 2, 2, 2, 1, 3, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 2, 3, 2, 1, 1, 1, 2, 2, 3, 1, 2, 2, 1, 3, 2, 4, 3, 2, 1, 2, 2, 7, 1, 3, 2, 6, 1, 3, 1, 8, 1, 3, 3, 2, 2, 2, 1, 2, 3, 4, 1, 1, 1, 1, 1]","[0, 0, 1, 0, 0]",7.1450777202072535
33,70.0,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,4.0,5.0,-1.111111111111111e-07,0.016981132043431827,21.25,32.28346456692913,21.413385826771655,21.25,41.0,127.0,"[1, 2, 1, 3, 1, 2, 1, 1, 1, 2, 2, 3, 5, 4, 1, 3, 2, 3, 4, 1, 1, 4, 2, 1, 1, 1, 2, 2, 1, 3, 1, 4, 1, 3, 1, 1, 3, 3, 2, 3, 2, 2, 1, 1, 2, 1, 3, 2, 2, 4, 1, 1, 2, 2, 2, 1, 1, 1, 3, 1, 2, 1, 1, 1, 2, 4, 1, 2, 3, 1, 3, 3, 1, 3, 1, 2, 2, 1, 5, 1, 1, 2, 4, 1, 1, 1, 2, 1, 2, 1, 2, 3, 1, 1, 2, 1, 1, 1, 2, 3, 1, 2, 1, 1, 1, 2, 2, 3, 4, 1, 1, 2, 1, 1, 5, 1, 3, 2, 1, 1, 4, 2, 1, 2, 3, 1, 1]","[0, 0, 0, 0, 1]",6.645669291338582
34,71.0,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,5.0,9.0,-2.857142857142857e-07,0.02641509428978284,11.357142857142858,46.774193548387096,23.25253456221198,11.357142857142858,58.0,124.0,"[2, 4, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 2, 3, 1, 1, 3, 4, 1, 1, 3, 3, 3, 1, 3, 3, 1, 3, 3, 2, 3, 1, 1, 2, 1, 1, 2, 1, 1, 2, 3, 2, 3, 4, 2, 1, 1, 3, 3, 3, 3, 1, 1, 2, 2, 1, 4, 2, 3, 1, 3, 4, 1, 1, 1, 4, 4, 1, 1, 3, 2, 1, 1, 1, 1, 2, 1, 2, 3, 2, 3, 1, 1, 2, 1, 5, 3, 4, 2, 2, 1, 1, 4, 4, 1, 1, 1, 1, 2, 1, 2, 1, 3, 1, 2, 3, 1, 1, 4, 3, 2, 2, 1, 3, 2, 2, 2, 2, 1, 3, 3, 3, 1]","[0, 1, 0, 0, 0]",7.233870967741935
35,72.0,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,3.0,1.0,5e-07,0.007547169797080811,20.428571428571427,41.66666666666667,24.838095238095242,20.428571428571427,45.0,108.0,"[4, 3, 1, 1, 1, 1, 2, 2, 1, 1, 4, 3, 1, 3, 3, 4, 3, 1, 4, 3, 1, 4, 3, 1, 1, 2, 2, 5, 2, 3, 2, 2, 1, 1, 4, 4, 4, 1, 2, 1, 2, 1, 1, 6, 1, 1, 3, 2, 1, 1, 4, 2, 2, 1, 1, 3, 1, 2, 2, 3, 2, 1, 3, 2, 1, 1, 1, 2, 1, 2, 2, 2, 3, 4, 1, 1, 1, 1, 4, 1, 3, 3, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 2, 1, 1, 2, 3, 3, 1, 2, 3, 1, 1, 1, 1, 1, 4, 1]","[0, 0, 0, 0, 0]",6.814814814814815
